scenario,scheduler,price_case,dram_die_cost_usd,estimated_tokens_per_s,estimated_tokens_per_s_per_dram_die_dollar,evidence_type,claim_boundary
batch1_decode1,S2,midpoint_sensitivity,545.68,2.342935208,0.004293606524,hybrid-modeled+dram-die-cost-sensitivity,"DRAM-die denominator only; excludes FPGA, PCB, power delivery, cooling, assembly, and software cost"
batch1_decode1,S2,high_snapshot,776.80,2.342935208,0.003016136982,hybrid-modeled+dram-die-cost-sensitivity,"DRAM-die denominator only; excludes FPGA, PCB, power delivery, cooling, assembly, and software cost"
batch1_decode1,S3,low_snapshot,314.56,2.349822842,0.007470189605,hybrid-modeled+dram-die-cost-sensitivity,"DRAM-die denominator only; excludes FPGA, PCB, power delivery, cooling, assembly, and software cost"
batch1_decode1,S3,midpoint_sensitivity,545.68,2.349822842,0.004306228636,hybrid-modeled+dram-die-cost-sensitivity,"DRAM-die denominator only; excludes FPGA, PCB, power delivery, cooling, assembly, and software cost"
batch1_decode1,S3,high_snapshot,776.80,2.349822842,0.003025003659,hybrid-modeled+dram-die-cost-sensitivity,"DRAM-die denominator only; excludes FPGA, PCB, power delivery, cooling, assembly, and software cost"
batch1_decode1,Oracle,low_snapshot,314.56,2.551680970,0.008111905423,hybrid-modeled+dram-die-cost-sensitivity,"DRAM-die denominator only; excludes FPGA, PCB, power delivery, cooling, assembly, and software cost"
batch1_decode1,Oracle,midpoint_sensitivity,545.68,2.551680970,0.004676148970,hybrid-modeled+dram-die-cost-sensitivity,"DRAM-die denominator only; excludes FPGA, PCB, power delivery, cooling, assembly, and software cost"
batch1_decode1,Oracle,high_snapshot,776.80,2.551680970,0.003284862217,hybrid-modeled+dram-die-cost-sensitivity,"DRAM-die denominator only; excludes FPGA, PCB, power delivery, cooling, assembly, and software cost"
batch1_decode32,S0,low_snapshot,314.56,2.477158659,0.007874995737,hybrid-modeled+dram-die-cost-sensitivity,"DRAM-die denominator only; excludes FPGA, PCB, power delivery, cooling, assembly, and software cost"
batch1_decode32,S0,midpoint_sensitivity,545.68,2.477158659,0.004539581181,hybrid-modeled+dram-die-cost-sensitivity,"DRAM-die denominator only; excludes FPGA, PCB, power delivery, cooling, assembly, and software cost"
batch1_decode32,S0,high_snapshot,776.80,2.477158659,0.003188927213,hybrid-modeled+dram-die-cost-sensitivity,"DRAM-die denominator only; excludes FPGA, PCB, power delivery, cooling, assembly, and software cost"
batch1_decode32,S0-physical,low_snapshot,314.56,2.477154109,0.007874981272,hybrid-modeled+dram-die-cost-sensitivity,"DRAM-die denominator only; excludes FPGA, PCB, power delivery, cooling, assembly, and software cost"
batch1_decode32,S0-physical,midpoint_sensitivity,545.68,2.477154109,0.004539572843,hybrid-modeled+dram-die-cost-sensitivity,"DRAM-die denominator only; excludes FPGA, PCB, power delivery, cooling, assembly, and software cost"
batch1_decode32,S0-physical,high_snapshot,776.80,2.477154109,0.003188921356,hybrid-modeled+dram-die-cost-sensitivity,"DRAM-die denominator only; excludes FPGA, PCB, power delivery, cooling, assembly, and software cost"
batch1_decode32,S1,low_snapshot,314.56,2.303641871,0.007323378278,hybrid-modeled+dram-die-cost-sensitivity,"DRAM-die denominator only; excludes FPGA, PCB, power delivery, cooling, assembly, and software cost"
batch1_decode32,S1,midpoint_sensitivity,545.68,2.303641871,0.004221598503,hybrid-modeled+dram-die-cost-sensitivity,"DRAM-die denominator only; excludes FPGA, PCB, power delivery, cooling, assembly, and software cost"
batch1_decode32,S1,high_snapshot,776.80,2.303641871,0.002965553387,hybrid-modeled+dram-die-cost-sensitivity,"DRAM-die denominator only; excludes FPGA, PCB, power delivery, cooling, assembly, and software cost"
batch1_decode32,S2,low_snapshot,314.56,2.450357654,0.007789794170,hybrid-modeled+dram-die-cost-sensitivity,"DRAM-die denominator only; excludes FPGA, PCB, power delivery, cooling, assembly, and software cost"
batch1_decode32,S2,midpoint_sensitivity,545.68,2.450357654,0.004490466306,hybrid-modeled+dram-die-cost-sensitivity,"DRAM-die denominator only; excludes FPGA, PCB, power delivery, cooling, assembly, and software cost"
batch1_decode32,S2,high_snapshot,776.80,2.450357654,0.003154425404,hybrid-modeled+dram-die-cost-sensitivity,"DRAM-die denominator only; excludes FPGA, PCB, power delivery, cooling, assembly, and software cost"
batch1_decode32,S3,low_snapshot,314.56,2.483495600,0.007895141150,hybrid-modeled+dram-die-cost-sensitivity,"DRAM-die denominator only; excludes FPGA, PCB, power delivery, cooling, assembly, and software cost"
batch1_decode32,S3,midpoint_sensitivity,545.68,2.483495600,0.004551194106,hybrid-modeled+dram-die-cost-sensitivity,"DRAM-die denominator only; excludes FPGA, PCB, power delivery, cooling, assembly, and software cost"
batch1_decode32,S3,high_snapshot,776.80,2.483495600,0.003197084964,hybrid-modeled+dram-die-cost-sensitivity,"DRAM-die denominator only; excludes FPGA, PCB, power delivery, cooling, assembly, and software cost"
batch1_decode32,Oracle,low_snapshot,314.56,2.707479534,0.008607195874,hybrid-modeled+dram-die-cost-sensitivity,"DRAM-die denominator only; excludes FPGA, PCB, power delivery, cooling, assembly, and software cost"
batch1_decode32,Oracle,midpoint_sensitivity,545.68,2.707479534,0.004961661659,hybrid-modeled+dram-die-cost-sensitivity,"DRAM-die denominator only; excludes FPGA, PCB, power delivery, cooling, assembly, and software cost"
batch1_decode32,Oracle,high_snapshot,776.80,2.707479534,0.003485426795,hybrid-modeled+dram-die-cost-sensitivity,"DRAM-die denominator only; excludes FPGA, PCB, power delivery, cooling, assembly, and software cost"
